CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,Churn
761,20,Female,Berlin,Bronze,13,1695,Home Goods,2023/7/31,Student,1
762,21,Other,Tokyo,Bronze,27,708,Toys,2023/8/21,Other,0
763,50,Male,San Francisco,Platinum,78,398,Toys,2023/2/25,Salesperson,1
764,28,Other,Tokyo,Bronze,76,224,Toys,2023/9/6,Salesperson,1
765,50,Female,Berlin,Bronze,72,268,Books,2023/3/29,Other,0
766,51,Female,Sydney,Bronze,9,430,Books,2023/12/2,Student,0
767,23,Male,Tokyo,Platinum,59,354,Books,2023/8/19,Teacher,1
768,18,Other,Sydney,Platinum,3,322,Sports,2023/12/15,Retired,1
769,55,Other,Berlin,Platinum,17,608,Home Goods,2023/4/21,Salesperson,0
770,64,Other,London,Silver,70,649,Toys,2023/2/25,Teacher,1
771,26,Female,Tokyo,Platinum,19,78,Books,2023/3/5,Engineer,1
772,61,Other,Tokyo,Gold,91,226,Books,2023/1/15,Artist,1
773,62,Female,London,Platinum,68,827,Toys,2023/8/15,Other,0
774,42,Male,Boston,Gold,98,619,Sports,2023/4/26,Teacher,1
775,34,Male,London,Bronze,76,2609,Electronics,2023/12/6,Engineer,1
776,50,Other,London,Platinum,14,714,Toys,2023/1/8,Artist,1
777,50,Female,Tokyo,Bronze,87,987,Sports,2023/7/9,Engineer,1
778,59,Male,Berlin,Platinum,74,1592,Home Goods,2023/11/27,Salesperson,1
779,42,Male,Sydney,Bronze,23,1997,Electronics,2023/9/15,Doctor,1
780,39,Female,London,Gold,72,668,Sports,2023/7/26,Artist,1
781,45,Other,Sydney,Silver,81,4010,Electronics,2023/1/20,Other,0
782,64,Male,London,Bronze,24,1128,Sports,2023/1/3,Artist,0
783,53,Male,Berlin,Bronze,26,1639,Home Goods,2023/12/31,Student,0
784,22,Female,Tokyo,Platinum,4,2055,Home Goods,2023/1/30,Student,1
785,50,Female,London,Gold,2,449,Books,2023/1/4,Artist,0
786,63,Female,San Francisco,Silver,54,1091,Sports,2023/6/29,Engineer,0
787,42,Other,London,Platinum,11,452,Clothing,2023/5/29,Doctor,1
788,56,Female,London,Gold,22,4726,Electronics,2023/2/12,Student,0
789,69,Male,Tokyo,Gold,18,1354,Sports,2023/7/16,Doctor,0
790,60,Other,San Francisco,Gold,88,793,Toys,2023/11/20,Teacher,1
791,43,Female,Boston,Silver,70,344,Books,2023/9/11,Doctor,0
792,50,Female,Tokyo,Platinum,66,4453,Electronics,2023/12/31,Teacher,1
793,58,Male,Tokyo,Platinum,39,361,Books,2023/10/1,Salesperson,0
794,51,Other,Tokyo,Platinum,17,2445,Electronics,2023/9/17,Artist,0
795,24,Male,Tokyo,Gold,11,3666,Electronics,2023/11/8,Other,0
796,19,Male,Sydney,Gold,98,1051,Clothing,2023/5/7,Artist,0
797,69,Female,San Francisco,Platinum,19,449,Books,2023/4/1,Student,1
798,49,Other,San Francisco,Gold,47,149,Sports,2023/6/24,Student,1
799,25,Female,Berlin,Bronze,29,4645,Electronics,2023/10/25,Doctor,1
800,31,Male,Tokyo,Platinum,55,197,Clothing,2023/9/21,Student,1
801,21,Other,Tokyo,Silver,91,553,Clothing,2023/4/30,Retired,1
802,46,Male,Tokyo,Bronze,94,912,Electronics,2023/11/3,Doctor,0
803,33,Other,Boston,Bronze,79,721,Toys,2023/10/2,Retired,1
804,47,Other,San Francisco,Bronze,45,1364,Sports,2023/6/12,Student,1
805,20,Female,London,Silver,65,108,Books,2023/4/24,Other,0
806,65,Male,Sydney,Silver,27,408,Books,2023/4/22,Doctor,0
807,37,Female,Tokyo,Platinum,76,3257,Electronics,2023/10/1,Doctor,1
808,50,Other,San Francisco,Gold,19,527,Toys,2023/5/22,Teacher,0
809,36,Other,Tokyo,Gold,17,3355,Electronics,2023/1/31,Teacher,1
810,58,Other,Berlin,Gold,73,863,Clothing,2023/7/12,Doctor,0
811,52,Female,London,Platinum,41,2488,Home Goods,2023/11/19,Doctor,0
812,48,Female,Berlin,Gold,83,1633,Clothing,2023/2/26,Teacher,0
813,50,Other,London,Silver,55,1459,Sports,2023/9/11,Teacher,0
814,67,Other,San Francisco,Silver,52,1822,Clothing,2023/6/20,Retired,0
815,64,Other,Boston,Gold,5,2298,Electronics,2023/5/18,Engineer,1
816,37,Other,Berlin,Platinum,87,1291,Home Goods,2023/9/26,Other,1
817,59,Other,Boston,Gold,32,977,Toys,2023/2/14,Student,1
818,38,Other,San Francisco,Gold,15,450,Sports,2023/10/5,Artist,0
819,58,Male,London,Gold,73,1334,Sports,2023/11/29,Retired,1
820,64,Male,London,Bronze,98,428,Toys,2023/12/15,Artist,1
821,68,Female,Berlin,Bronze,1,1067,Sports,2023/10/10,Teacher,0
822,22,Female,Boston,Bronze,96,1390,Clothing,2023/4/3,Teacher,0
823,27,Female,London,Gold,44,1254,Home Goods,2023/9/21,Retired,0
824,18,Male,San Francisco,Gold,61,2635,Home Goods,2023/3/7,Artist,1
825,44,Other,Boston,Silver,71,74,Books,2023/3/12,Other,1
826,39,Other,Sydney,Bronze,15,2764,Electronics,2023/3/11,Retired,1
827,28,Male,Berlin,Bronze,35,2819,Electronics,2023/4/27,Engineer,0
828,39,Male,London,Bronze,9,4640,Electronics,2023/10/21,Teacher,0
829,51,Female,Sydney,Silver,29,2180,Electronics,2023/12/25,Student,1
830,56,Other,Boston,Gold,37,1659,Home Goods,2023/12/20,Teacher,0
831,55,Other,Sydney,Bronze,79,974,Sports,2023/9/23,Retired,0
832,61,Male,Berlin,Platinum,6,138,Toys,2023/7/1,Other,1
833,57,Other,Boston,Gold,30,544,Sports,2023/7/9,Other,1
834,51,Other,San Francisco,Bronze,12,4010,Electronics,2023/1/16,Other,1
835,49,Male,San Francisco,Silver,15,921,Toys,2023/1/13,Engineer,0
836,59,Other,Boston,Platinum,57,2331,Electronics,2023/11/2,Artist,1
837,25,Other,Berlin,Bronze,20,523,Sports,2023/11/5,Salesperson,1
838,23,Other,San Francisco,Gold,3,1135,Sports,2023/3/16,Artist,1
839,24,Other,Sydney,Platinum,97,1634,Home Goods,2023/12/6,Salesperson,0
840,41,Male,Tokyo,Platinum,55,1322,Sports,2023/5/29,Engineer,0
841,40,Other,Boston,Bronze,60,128,Sports,2023/11/15,Teacher,1
842,60,Other,Tokyo,Gold,30,617,Toys,2023/6/28,Doctor,1
843,57,Other,Berlin,Gold,7,103,Toys,2023/6/4,Other,0
844,49,Male,San Francisco,Bronze,97,186,Books,2023/10/19,Teacher,1
845,55,Male,Boston,Bronze,73,905,Toys,2023/5/25,Salesperson,1
846,56,Female,Berlin,Gold,2,172,Sports,2023/9/1,Salesperson,0
847,41,Other,Tokyo,Gold,46,1849,Electronics,2023/11/18,Doctor,1
848,46,Male,Boston,Silver,43,491,Sports,2023/8/18,Student,0
849,54,Female,Tokyo,Platinum,82,536,Toys,2023/12/22,Other,1
850,20,Female,Sydney,Bronze,5,51,Books,2023/2/17,Doctor,0
851,28,Female,San Francisco,Gold,56,760,Clothing,2023/5/11,Teacher,1
852,38,Male,Berlin,Gold,76,478,Books,2023/11/22,Retired,1
853,18,Male,Tokyo,Gold,29,1244,Sports,2023/3/25,Teacher,1
854,34,Other,Berlin,Platinum,70,128,Toys,2023/12/11,Artist,0
855,48,Other,Sydney,Platinum,56,463,Toys,2023/10/4,Salesperson,0
856,21,Other,London,Gold,21,1562,Clothing,2023/7/19,Doctor,0
857,32,Other,Sydney,Silver,86,3368,Electronics,2023/10/6,Salesperson,1
858,62,Female,Boston,Gold,83,2250,Home Goods,2023/4/23,Salesperson,1
859,66,Male,London,Silver,42,224,Books,2023/11/5,Retired,0
860,69,Male,London,Bronze,36,798,Toys,2023/9/1,Retired,0
861,23,Other,San Francisco,Silver,77,330,Books,2023/8/5,Student,0
862,67,Female,Tokyo,Silver,33,55,Books,2023/7/12,Retired,1
863,28,Other,Berlin,Platinum,5,3220,Electronics,2023/12/18,Salesperson,1
864,61,Other,Tokyo,Platinum,92,1177,Home Goods,2023/11/30,Salesperson,1
865,64,Female,San Francisco,Bronze,78,459,Books,2023/11/27,Engineer,1
866,45,Male,San Francisco,Bronze,76,3883,Electronics,2023/9/5,Student,1
867,51,Female,Berlin,Gold,41,1312,Electronics,2023/4/25,Salesperson,0
868,26,Other,Tokyo,Platinum,27,1791,Home Goods,2023/5/7,Engineer,1
869,22,Male,Boston,Gold,31,611,Sports,2023/2/18,Other,1
870,57,Female,Tokyo,Silver,81,3375,Electronics,2023/3/18,Teacher,0
871,50,Female,Tokyo,Bronze,76,470,Books,2023/8/4,Student,1
872,65,Other,Boston,Gold,41,2765,Home Goods,2023/9/21,Doctor,0
873,51,Other,Tokyo,Platinum,84,1352,Clothing,2023/7/19,Salesperson,0
874,25,Other,Tokyo,Gold,65,2293,Home Goods,2023/9/10,Artist,1
875,51,Other,Tokyo,Silver,8,1511,Clothing,2023/1/24,Artist,1
876,32,Male,London,Silver,53,4239,Electronics,2023/8/3,Artist,1
877,31,Male,Berlin,Platinum,66,112,Toys,2023/4/29,Retired,1
878,61,Male,San Francisco,Gold,55,184,Sports,2023/7/26,Salesperson,1
879,39,Other,Tokyo,Gold,82,965,Home Goods,2023/3/21,Retired,0
880,54,Male,San Francisco,Gold,89,2559,Home Goods,2023/9/25,Retired,0
881,30,Other,London,Silver,54,1323,Sports,2023/1/4,Engineer,1
882,44,Other,Sydney,Silver,70,1584,Clothing,2023/1/27,Doctor,1
883,36,Male,Berlin,Platinum,92,2902,Home Goods,2023/3/16,Teacher,0
884,55,Other,Boston,Gold,60,1025,Home Goods,2023/12/7,Other,0
885,53,Other,Tokyo,Gold,59,405,Books,2023/12/7,Other,1
886,30,Other,Sydney,Silver,61,997,Toys,2023/8/19,Engineer,1
887,59,Female,London,Bronze,83,2805,Home Goods,2023/10/5,Student,1
888,53,Male,London,Gold,90,143,Books,2023/5/15,Artist,0
889,43,Other,Tokyo,Bronze,9,579,Clothing,2023/8/31,Retired,0
890,55,Female,San Francisco,Silver,82,167,Books,2023/11/12,Artist,0
891,19,Male,London,Gold,25,243,Books,2023/10/9,Salesperson,0
892,62,Male,Tokyo,Bronze,57,1517,Home Goods,2023/10/15,Engineer,1
893,59,Male,Sydney,Gold,31,4763,Electronics,2023/9/15,Doctor,1
894,61,Other,Sydney,Silver,60,1888,Home Goods,2023/10/11,Retired,0
895,18,Other,London,Platinum,77,81,Books,2023/9/16,Retired,0
896,33,Other,London,Platinum,88,2697,Home Goods,2023/1/23,Teacher,0
897,46,Female,London,Bronze,97,179,Sports,2023/12/4,Retired,1
898,58,Other,Tokyo,Silver,10,930,Clothing,2023/11/18,Other,0
899,24,Female,San Francisco,Platinum,82,888,Sports,2023/11/30,Other,0
900,67,Male,Berlin,Platinum,45,809,Toys,2023/1/4,Teacher,1
901,68,Other,San Francisco,Platinum,56,714,Clothing,2023/10/22,Other,1
902,50,Other,London,Platinum,68,709,Toys,2023/10/9,Salesperson,1
903,44,Other,Sydney,Silver,86,186,Clothing,2023/1/21,Engineer,1
904,38,Male,San Francisco,Silver,61,502,Clothing,2023/7/27,Student,0
905,56,Other,Tokyo,Platinum,37,618,Home Goods,2023/1/16,Salesperson,0
906,19,Female,Sydney,Bronze,91,3931,Electronics,2023/8/24,Retired,0
907,34,Male,Boston,Bronze,25,3318,Electronics,2023/4/21,Teacher,1
908,43,Other,San Francisco,Bronze,16,117,Toys,2023/9/5,Other,1
909,37,Other,Berlin,Platinum,41,87,Toys,2023/11/27,Teacher,0
910,48,Female,Tokyo,Platinum,73,895,Clothing,2023/9/3,Doctor,1
911,18,Female,Tokyo,Gold,89,940,Home Goods,2023/5/15,Retired,0
912,60,Other,Tokyo,Gold,24,726,Sports,2023/7/21,Other,1
913,65,Other,Berlin,Platinum,9,1079,Home Goods,2023/7/9,Doctor,0
914,39,Other,San Francisco,Silver,92,1158,Home Goods,2023/6/29,Retired,0
915,51,Female,San Francisco,Gold,22,185,Toys,2023/7/9,Retired,0
916,19,Other,San Francisco,Bronze,97,284,Books,2023/3/11,Doctor,1
917,43,Other,Tokyo,Platinum,71,2696,Electronics,2023/4/9,Student,1
918,56,Female,San Francisco,Bronze,39,2543,Electronics,2023/7/1,Student,1
919,30,Other,Boston,Platinum,21,50,Books,2023/3/25,Engineer,1
920,66,Male,Boston,Bronze,93,768,Toys,2023/6/12,Artist,1
921,36,Male,San Francisco,Bronze,32,1231,Clothing,2023/1/29,Retired,0
922,31,Male,Boston,Bronze,32,544,Sports,2023/2/8,Student,1
923,31,Male,Berlin,Gold,63,279,Clothing,2023/10/21,Artist,0
924,42,Male,San Francisco,Bronze,33,117,Toys,2023/11/22,Doctor,0
925,62,Other,Boston,Bronze,68,202,Books,2023/5/21,Engineer,1
926,44,Female,Boston,Silver,86,433,Sports,2023/11/13,Engineer,0
927,37,Other,Sydney,Platinum,79,509,Toys,2023/5/17,Teacher,0
928,57,Male,Berlin,Gold,34,1383,Home Goods,2023/1/7,Engineer,1
929,52,Female,San Francisco,Silver,70,626,Home Goods,2023/7/28,Engineer,1
930,33,Female,Berlin,Gold,18,713,Sports,2023/6/29,Engineer,0
931,55,Female,Sydney,Silver,85,296,Books,2023/3/5,Other,1
932,56,Other,London,Bronze,78,1479,Clothing,2023/5/15,Student,0
933,50,Other,San Francisco,Bronze,75,1005,Sports,2023/6/11,Teacher,1
934,54,Other,Tokyo,Gold,46,924,Clothing,2023/12/30,Engineer,1
935,52,Other,Sydney,Gold,7,173,Sports,2023/9/22,Student,1
936,69,Other,London,Gold,30,612,Toys,2023/6/16,Doctor,1
937,64,Other,Sydney,Bronze,49,1020,Clothing,2023/1/8,Artist,1
938,19,Male,Berlin,Platinum,61,419,Books,2023/7/21,Salesperson,0
939,50,Female,San Francisco,Gold,20,185,Books,2023/4/14,Student,1
940,48,Other,Berlin,Gold,10,2181,Home Goods,2023/11/4,Engineer,0
941,55,Other,Boston,Platinum,97,74,Books,2023/3/21,Retired,1
942,25,Female,Tokyo,Silver,55,993,Clothing,2023/4/12,Retired,0
943,66,Female,Sydney,Bronze,63,832,Toys,2023/1/17,Doctor,1
944,68,Male,Sydney,Bronze,27,571,Clothing,2023/4/13,Teacher,1
945,68,Male,San Francisco,Bronze,74,759,Home Goods,2023/9/27,Other,1
946,50,Other,San Francisco,Bronze,81,2701,Home Goods,2023/11/9,Artist,1
947,61,Male,London,Bronze,44,2627,Electronics,2023/6/26,Student,0
948,59,Male,San Francisco,Silver,9,569,Toys,2023/12/3,Teacher,1
949,23,Male,London,Platinum,66,453,Books,2023/8/20,Retired,1
950,19,Male,Berlin,Gold,85,232,Books,2023/11/20,Teacher,1
951,51,Other,Boston,Platinum,83,1693,Electronics,2023/1/2,Doctor,0
952,69,Other,London,Silver,46,922,Clothing,2023/7/31,Other,1
953,48,Male,Tokyo,Bronze,22,714,Sports,2023/6/11,Engineer,1
954,36,Other,Boston,Silver,60,759,Toys,2023/5/11,Other,1
955,67,Female,London,Silver,70,280,Clothing,2023/8/14,Engineer,1
956,35,Male,Boston,Bronze,13,638,Toys,2023/3/22,Salesperson,1
957,36,Male,Sydney,Bronze,18,669,Sports,2023/2/10,Retired,1
958,49,Female,London,Platinum,99,233,Toys,2023/8/31,Artist,0
959,25,Other,Boston,Bronze,8,219,Books,2023/4/3,Student,0
960,39,Male,San Francisco,Gold,63,274,Books,2023/4/22,Retired,0
961,36,Other,Sydney,Silver,46,920,Clothing,2023/5/27,Retired,0
962,64,Other,Boston,Bronze,17,245,Clothing,2023/9/3,Other,0
963,62,Female,Tokyo,Bronze,95,655,Clothing,2023/11/29,Artist,1
964,45,Female,London,Gold,29,2297,Home Goods,2023/3/19,Artist,1
965,27,Female,Berlin,Gold,35,1287,Clothing,2023/12/2,Doctor,0
966,22,Female,Sydney,Gold,47,824,Sports,2023/1/14,Teacher,1
967,31,Other,London,Gold,76,1478,Electronics,2023/1/28,Retired,1
968,41,Other,Berlin,Gold,55,888,Clothing,2023/3/22,Artist,0
969,49,Female,Boston,Silver,94,769,Sports,2023/7/23,Salesperson,1
970,69,Male,Tokyo,Silver,17,968,Toys,2023/5/18,Artist,0
971,55,Other,London,Platinum,73,492,Books,2023/2/16,Doctor,0
972,18,Female,Boston,Silver,53,828,Clothing,2023/5/31,Engineer,0
973,36,Male,San Francisco,Gold,37,303,Sports,2023/8/18,Artist,1
974,49,Other,London,Silver,18,727,Sports,2023/6/9,Artist,1
975,19,Other,Sydney,Bronze,71,182,Clothing,2023/3/30,Doctor,0
976,38,Other,Tokyo,Platinum,45,1385,Sports,2023/8/9,Student,1
977,32,Female,Berlin,Gold,44,851,Clothing,2023/2/6,Salesperson,0
978,59,Female,San Francisco,Gold,62,324,Books,2023/7/10,Student,0
979,22,Male,Tokyo,Bronze,95,975,Toys,2023/8/7,Student,0
980,43,Male,San Francisco,Silver,38,2331,Electronics,2023/9/10,Artist,0
981,37,Other,Boston,Silver,27,94,Books,2023/5/9,Retired,1
982,45,Female,Berlin,Platinum,60,436,Clothing,2023/9/27,Salesperson,1
983,46,Female,Boston,Bronze,48,204,Books,2023/12/7,Teacher,1
984,26,Female,San Francisco,Platinum,86,2321,Home Goods,2023/12/15,Engineer,0
985,63,Male,Berlin,Silver,36,426,Books,2023/11/6,Student,1
986,30,Male,Boston,Bronze,88,618,Sports,2023/3/19,Other,1
987,64,Other,Berlin,Silver,61,240,Books,2023/10/4,Retired,1
988,67,Other,London,Silver,59,422,Books,2023/3/25,Doctor,0
989,29,Male,Tokyo,Gold,48,156,Books,2023/10/17,Salesperson,1
990,26,Female,Berlin,Platinum,97,226,Toys,2023/12/31,Artist,1
991,28,Other,London,Platinum,97,506,Toys,2023/2/18,Artist,1
992,41,Female,Boston,Gold,35,1136,Sports,2023/1/19,Other,1
993,42,Female,Tokyo,Bronze,25,498,Books,2023/4/2,Student,1
994,43,Other,Berlin,Bronze,23,200,Sports,2023/6/11,Teacher,1
995,36,Other,Berlin,Bronze,94,440,Books,2023/3/15,Artist,0
996,36,Male,Tokyo,Bronze,97,661,Sports,2023/5/8,Teacher,0
997,23,Other,Tokyo,Platinum,23,2703,Electronics,2023/8/13,Other,0
998,65,Female,Berlin,Platinum,5,71,Books,2023/10/13,Engineer,1
999,60,Male,Berlin,Platinum,23,441,Books,2023/7/9,Salesperson,1
1000,64,Other,Boston,Gold,15,1371,Sports,2023/1/3,Teacher,0
1001,39,Female,Berlin,Platinum,16,720,Home Goods,2023/10/30,Student,1
1002,69,Female,Berlin,Silver,53,144,Books,2023/5/3,Doctor,1
1003,27,Female,Boston,Gold,2,4973,Electronics,2023/2/7,Doctor,1
1004,60,Male,Berlin,Platinum,36,721,Toys,2023/2/25,Teacher,1
1005,31,Other,London,Platinum,20,2244,Electronics,2023/8/23,Other,0
1006,36,Male,Sydney,Gold,36,697,Clothing,2023/8/18,Engineer,1
1007,41,Female,San Francisco,Bronze,60,2321,Home Goods,2023/11/5,Engineer,0
1008,63,Male,London,Silver,81,277,Toys,2023/7/1,Doctor,1
1009,49,Female,Tokyo,Silver,98,947,Home Goods,2023/9/6,Retired,0
1010,51,Female,Tokyo,Platinum,10,4436,Electronics,2023/5/4,Retired,1
1011,32,Other,Boston,Platinum,76,211,Home Goods,2023/12/14,Engineer,1
1012,65,Male,Berlin,Bronze,58,2638,Home Goods,2023/7/8,Teacher,1
1013,58,Female,London,Platinum,25,166,Toys,2023/10/11,Other,0
1014,67,Other,London,Bronze,38,2821,Home Goods,2023/6/27,Engineer,0
1015,26,Female,London,Silver,27,694,Toys,2023/7/6,Student,1
1016,19,Female,London,Platinum,85,760,Home Goods,2023/4/17,Engineer,1
1017,40,Other,Berlin,Platinum,55,4878,Electronics,2023/9/6,Student,0
1018,20,Female,Boston,Platinum,43,1354,Sports,2023/3/28,Other,1
1019,40,Other,London,Silver,27,800,Sports,2023/9/27,Other,0
1020,19,Female,Boston,Gold,84,264,Books,2023/1/14,Artist,1
1021,26,Male,Tokyo,Silver,67,519,Toys,2023/4/21,Retired,0
1022,69,Other,San Francisco,Bronze,49,1227,Home Goods,2023/10/1,Student,0
1023,25,Other,London,Silver,61,804,Toys,2023/11/2,Engineer,0
1024,66,Male,San Francisco,Platinum,13,724,Sports,2023/9/17,Teacher,0
1025,41,Male,San Francisco,Platinum,88,930,Toys,2023/6/28,Doctor,0
1026,31,Male,Berlin,Platinum,23,491,Books,2023/7/30,Other,0
1027,66,Other,London,Gold,37,137,Sports,2023/6/11,Engineer,1
1028,18,Male,Boston,Gold,94,324,Home Goods,2023/12/8,Engineer,0
1029,60,Male,London,Platinum,10,1324,Clothing,2023/3/31,Artist,1
1030,57,Other,San Francisco,Gold,62,583,Toys,2023/2/5,Engineer,1
1031,21,Other,Tokyo,Silver,49,882,Sports,2023/8/16,Doctor,0
1032,61,Other,Berlin,Silver,97,100,Toys,2023/7/14,Student,1
1033,61,Female,London,Silver,75,1464,Sports,2023/4/27,Doctor,1
1034,28,Other,Tokyo,Silver,83,1133,Sports,2023/4/23,Other,1
1035,52,Other,London,Platinum,26,357,Home Goods,2023/9/18,Artist,0
1036,51,Female,Berlin,Gold,6,4530,Electronics,2023/4/23,Retired,1
1037,29,Male,London,Bronze,79,4098,Electronics,2023/12/26,Doctor,0
1038,20,Male,London,Bronze,37,4783,Electronics,2023/11/5,Retired,1
1039,28,Female,Boston,Bronze,15,662,Toys,2023/11/3,Artist,1
1040,45,Other,London,Platinum,95,2489,Electronics,2023/8/24,Retired,0
1041,23,Female,San Francisco,Bronze,47,2653,Home Goods,2023/3/5,Artist,0
1042,44,Male,Sydney,Gold,83,604,Toys,2023/8/29,Doctor,1
1043,21,Female,Berlin,Silver,18,535,Sports,2023/8/23,Salesperson,0
1044,49,Male,San Francisco,Gold,71,2732,Electronics,2023/6/25,Retired,0
1045,29,Female,San Francisco,Platinum,68,1178,Clothing,2023/8/13,Engineer,1
1046,21,Female,Boston,Bronze,36,995,Clothing,2023/12/1,Retired,0
1047,19,Male,San Francisco,Bronze,74,1034,Electronics,2023/4/25,Teacher,0
1048,31,Other,London,Gold,13,2722,Home Goods,2023/8/30,Doctor,1
1049,35,Other,Sydney,Silver,69,301,Books,2023/10/14,Engineer,0
1050,26,Female,Sydney,Platinum,65,750,Home Goods,2023/2/20,Student,0
1051,56,Female,London,Gold,37,938,Electronics,2023/7/23,Doctor,1
1052,22,Female,Berlin,Bronze,55,1390,Clothing,2023/1/14,Retired,0
1053,24,Female,London,Gold,83,2963,Electronics,2023/3/15,Engineer,1
1054,30,Female,Sydney,Gold,62,281,Toys,2023/11/7,Retired,1
1055,27,Male,London,Gold,59,1395,Home Goods,2023/8/11,Doctor,0
1056,23,Female,Berlin,Gold,66,102,Books,2023/7/5,Teacher,1
1057,33,Other,Boston,Gold,69,216,Books,2023/12/12,Salesperson,1
1058,38,Other,Berlin,Platinum,85,425,Sports,2023/7/27,Artist,1
1059,49,Other,San Francisco,Gold,92,136,Books,2023/5/13,Other,1
1060,44,Female,Berlin,Silver,82,1193,Clothing,2023/9/9,Engineer,0
1061,25,Female,San Francisco,Platinum,35,603,Clothing,2023/12/22,Student,0
1062,61,Other,Berlin,Silver,5,547,Toys,2023/11/22,Teacher,0
1063,20,Male,Berlin,Silver,39,924,Home Goods,2023/5/13,Engineer,0
1064,50,Other,San Francisco,Gold,37,128,Books,2023/10/8,Salesperson,0
1065,64,Female,London,Silver,88,124,Books,2023/2/22,Salesperson,1
1066,29,Female,Berlin,Bronze,27,1802,Electronics,2023/7/9,Engineer,0
1067,36,Male,London,Platinum,21,2743,Electronics,2023/10/20,Salesperson,0
1068,62,Other,Boston,Bronze,12,3758,Electronics,2023/9/29,Retired,1
1069,18,Male,London,Bronze,69,996,Toys,2023/10/6,Artist,1
1070,55,Other,Berlin,Bronze,40,1872,Clothing,2023/11/16,Engineer,0
1071,65,Female,London,Bronze,95,221,Toys,2023/4/16,Engineer,1
1072,27,Female,San Francisco,Platinum,57,429,Clothing,2023/3/16,Artist,0
1073,44,Other,London,Gold,24,303,Books,2023/2/22,Artist,0
1074,38,Other,Berlin,Bronze,52,303,Books,2023/1/12,Student,0
1075,33,Other,Tokyo,Silver,70,2383,Home Goods,2023/12/20,Retired,0
1076,19,Female,London,Gold,26,1276,Clothing,2023/7/6,Student,0
1077,23,Male,Sydney,Silver,6,581,Toys,2023/12/11,Artist,0
1078,20,Female,Boston,Platinum,5,180,Toys,2023/7/24,Teacher,1
1079,43,Other,Tokyo,Bronze,7,235,Home Goods,2023/1/20,Other,1
1080,46,Male,Tokyo,Platinum,84,1696,Home Goods,2023/5/13,Engineer,0
1081,37,Other,San Francisco,Gold,2,355,Home Goods,2023/10/31,Doctor,1
1082,61,Male,Tokyo,Platinum,82,467,Sports,2023/1/18,Retired,1
1083,35,Female,Boston,Bronze,48,4519,Electronics,2023/9/24,Doctor,1
1084,23,Female,Tokyo,Silver,25,329,Home Goods,2023/11/15,Salesperson,1
1085,63,Other,Boston,Silver,2,253,Toys,2023/1/9,Doctor,0
1086,33,Male,San Francisco,Bronze,67,85,Books,2023/7/20,Teacher,1
1087,28,Other,Tokyo,Gold,22,402,Toys,2023/4/9,Engineer,1
1088,47,Female,Sydney,Silver,72,1329,Clothing,2023/12/18,Engineer,1
1089,35,Male,Berlin,Platinum,3,2713,Electronics,2023/5/3,Salesperson,1
1090,35,Male,Berlin,Bronze,80,298,Toys,2023/6/24,Other,1
1091,64,Female,Sydney,Bronze,55,395,Books,2023/5/15,Retired,1
1092,25,Male,London,Gold,4,792,Sports,2023/12/8,Artist,0
1093,35,Male,Tokyo,Platinum,23,1495,Clothing,2023/7/5,Engineer,1
1094,68,Female,Sydney,Platinum,59,4041,Electronics,2023/11/18,Other,1
1095,40,Male,London,Silver,29,2413,Home Goods,2023/3/12,Retired,0
1096,18,Female,Tokyo,Gold,54,87,Books,2023/8/24,Teacher,1
1097,25,Male,San Francisco,Bronze,58,613,Toys,2023/2/21,Doctor,1
1098,47,Female,Sydney,Gold,35,2617,Electronics,2023/2/1,Teacher,1
1099,46,Other,Tokyo,Platinum,64,253,Sports,2023/6/14,Retired,0
1100,53,Male,Boston,Silver,85,593,Sports,2023/6/22,Other,1
1101,61,Female,Tokyo,Platinum,15,2519,Home Goods,2023/6/5,Doctor,0
1102,52,Female,Boston,Gold,14,1727,Clothing,2023/10/31,Engineer,1
1103,58,Female,Sydney,Platinum,21,2215,Electronics,2023/1/4,Salesperson,1
1104,23,Female,Boston,Platinum,19,1376,Clothing,2023/1/1,Other,1
1105,68,Other,Tokyo,Gold,32,293,Toys,2023/3/20,Engineer,1
1106,46,Female,Tokyo,Silver,25,2296,Home Goods,2023/11/11,Teacher,1
1107,59,Other,Boston,Silver,65,88,Books,2023/10/23,Other,0
1108,52,Female,Berlin,Platinum,4,311,Books,2023/12/20,Salesperson,1
1109,52,Female,Berlin,Silver,81,2032,Home Goods,2023/3/16,Retired,0
1110,37,Female,Sydney,Platinum,70,98,Toys,2023/6/16,Doctor,1
1111,31,Female,London,Silver,5,1898,Clothing,2023/3/26,Retired,1
1112,55,Male,San Francisco,Platinum,80,2816,Home Goods,2023/8/23,Artist,0
1113,43,Male,London,Bronze,58,305,Books,2023/11/6,Doctor,1
1114,22,Female,Berlin,Gold,2,3377,Electronics,2023/7/22,Artist,1
1115,61,Male,Tokyo,Platinum,47,585,Home Goods,2023/5/8,Other,0
1116,29,Female,Berlin,Gold,56,1540,Clothing,2023/11/11,Student,0
1117,47,Male,Sydney,Platinum,13,251,Toys,2023/3/26,Doctor,1
1118,30,Female,Tokyo,Platinum,41,690,Clothing,2023/2/24,Artist,1
1119,43,Other,Berlin,Silver,88,438,Toys,2023/3/5,Student,0
1120,50,Female,Berlin,Gold,42,177,Books,2023/1/23,Doctor,0
